Age;Gender;Education Level;Job Title;Years of Experience;Salary;Country;Race
34.0;Male;Master;Data Scientist;9.0;140000.0;Australia;White
34.0;Male;Master;Data Scientist;9.0;140000.0;China;Chinese
34.0;Male;Master;Data Scientist;9.0;140000.0;USA;Hispanic
34.0;Male;Master;Data Scientist;9.0;140000.0;Canada;Black
34.0;Male;Master;Data Scientist;9.0;140000.0;UK;Mixed
34.0;Male;Master;Data Scientist;9.0;140000.0;Australia;Asian
43.0;Male;PhD;Data Scientist;15.0;150000.0;Canada;Black
42.0;Male;PhD;Data Scientist;12.0;130000.0;Australia;White
45.0;Male;PhD;Data Scientist;18.0;180000.0;China;Chinese
44.0;Male;PhD;Data Scientist;16.0;160000.0;USA;Hispanic
42.0;Male;PhD;Data Scientist;13.0;140000.0;Australia;Asian
45.0;Male;PhD;Data Scientist;18.0;180000.0;Canada;White
44.0;Male;PhD;Data Scientist;16.0;160000.0;Canada;Asian
42.0;Male;PhD;Data Scientist;13.0;140000.0;China;White
45.0;Male;PhD;Data Scientist;18.0;180000.0;UK;White
44.0;Male;PhD;Data Scientist;16.0;160000.0;Australia;White
42.0;Male;PhD;Data Scientist;13.0;140000.0;China;Chinese
45.0;Male;PhD;Data Scientist;18.0;180000.0;Canada;Black
44.0;Male;PhD;Data Scientist;16.0;160000.0;Canada;White
42.0;Male;PhD;Data Scientist;13.0;140000.0;Australia;Australian
45.0;Male;PhD;Data Scientist;18.0;180000.0;UK;Asian
44.0;Male;PhD;Data Scientist;16.0;160000.0;Canada;Black
42.0;Male;PhD;Data Scientist;13.0;140000.0;USA;African American
45.0;Male;PhD;Data Scientist;18.0;180000.0;China;White
44.0;Male;PhD;Data Scientist;16.0;160000.0;China;White
42.0;Male;PhD;Data Scientist;13.0;140000.0;USA;White
45.0;Male;PhD;Data Scientist;18.0;180000.0;Canada;White
44.0;Male;PhD;Data Scientist;16.0;160000.0;Australia;Australian
42.0;Male;PhD;Data Scientist;13.0;140000.0;USA;African American
45.0;Male;PhD;Data Scientist;18.0;180000.0;Canada;Black
44.0;Male;PhD;Data Scientist;16.0;160000.0;UK;White
44.0;Male;PhD;Data Scientist;15.0;150000.0;USA;Asian
41.0;Male;PhD;Data Scientist;12.0;130000.0;USA;White
46.0;Male;PhD;Data Scientist;18.0;180000.0;UK;White
43.0;Male;PhD;Data Scientist;16.0;160000.0;Australia;Asian
41.0;Male;PhD;Data Scientist;13.0;140000.0;UK;Welsh
46.0;Male;PhD;Data Scientist;18.0;180000.0;Canada;White
43.0;Male;PhD;Data Scientist;16.0;160000.0;Australia;Australian
41.0;Male;PhD;Data Scientist;13.0;140000.0;USA;Hispanic
46.0;Male;PhD;Data Scientist;18.0;180000.0;Canada;Black
43.0;Male;PhD;Data Scientist;16.0;160000.0;Canada;White
41.0;Male;PhD;Data Scientist;13.0;140000.0;UK;Welsh
46.0;Male;PhD;Data Scientist;18.0;180000.0;UK;Welsh
43.0;Male;PhD;Data Scientist;16.0;160000.0;Canada;Asian
41.0;Male;PhD;Data Scientist;13.0;140000.0;UK;Welsh
46.0;Male;PhD;Data Scientist;18.0;180000.0;Australia;White
43.0;Male;PhD;Data Scientist;16.0;160000.0;Australia;White
41.0;Male;PhD;Data Scientist;13.0;140000.0;Australia;Asian
46.0;Male;PhD;Data Scientist;18.0;180000.0;UK;Asian
43.0;Male;PhD;Data Scientist;16.0;160000.0;UK;Welsh
41.0;Male;PhD;Data Scientist;13.0;140000.0;Canada;Black
46.0;Male;PhD;Data Scientist;18.0;180000.0;UK;Asian
43.0;Male;PhD;Data Scientist;16.0;160000.0;Canada;Asian
41.0;Male;PhD;Data Scientist;13.0;140000.0;Canada;Black
46.0;Male;PhD;Data Scientist;18.0;180000.0;China;White
43.0;Male;PhD;Data Scientist;16.0;160000.0;Australia;White
45.0;Male;PhD;Data Scientist;16.0;160000.0;Australia;Asian
42.0;Male;PhD;Data Scientist;14.0;140000.0;Australia;Asian
47.0;Male;PhD;Data Scientist;19.0;190000.0;Australia;Australian
44.0;Male;PhD;Data Scientist;15.0;150000.0;China;White
42.0;Male;PhD;Data Scientist;14.0;140000.0;China;Korean
47.0;Male;PhD;Data Scientist;19.0;190000.0;Australia;White
44.0;Male;PhD;Data Scientist;15.0;150000.0;Canada;White
42.0;Male;PhD;Data Scientist;14.0;140000.0;Canada;White
47.0;Male;PhD;Data Scientist;19.0;190000.0;Australia;Australian
44.0;Male;PhD;Data Scientist;15.0;150000.0;China;White
42.0;Male;PhD;Data Scientist;14.0;140000.0;Canada;Black
47.0;Male;PhD;Data Scientist;19.0;190000.0;Canada;Asian
44.0;Male;PhD;Data Scientist;15.0;150000.0;USA;African American
42.0;Male;PhD;Data Scientist;14.0;140000.0;USA;White
47.0;Male;PhD;Data Scientist;19.0;190000.0;Canada;Asian
44.0;Male;PhD;Data Scientist;15.0;150000.0;USA;Hispanic
42.0;Male;PhD;Data Scientist;14.0;140000.0;Canada;Black
47.0;Male;PhD;Data Scientist;19.0;190000.0;UK;White
44.0;Male;PhD;Data Scientist;15.0;150000.0;Australia;Australian
42.0;Male;PhD;Data Scientist;14.0;140000.0;Australia;White
47.0;Male;PhD;Data Scientist;19.0;190000.0;Australia;White
44.0;Male;PhD;Data Scientist;15.0;150000.0;Australia;White
42.0;Male;PhD;Data Scientist;14.0;140000.0;USA;African American
47.0;Male;PhD;Data Scientist;19.0;190000.0;Australia;White
44.0;Male;PhD;Data Scientist;15.0;150000.0;USA;African American
38.0;Male;PhD;Data Scientist;12.0;130000.0;China;Korean
40.0;Male;PhD;Data Scientist;15.0;150000.0;UK;Mixed
49.0;Male;PhD;Data Scientist;22.0;220000.0;UK;White
43.0;Male;PhD;Data Scientist;16.0;160000.0;USA;White
40.0;Male;PhD;Data Scientist;15.0;150000.0;UK;Welsh
49.0;Male;PhD;Data Scientist;22.0;220000.0;UK;Mixed
43.0;Male;PhD;Data Scientist;16.0;160000.0;UK;Welsh
40.0;Male;PhD;Data Scientist;15.0;150000.0;USA;Asian
49.0;Male;PhD;Data Scientist;22.0;220000.0;China;White
43.0;Male;PhD;Data Scientist;16.0;160000.0;Australia;Australian
40.0;Male;PhD;Data Scientist;15.0;150000.0;Australia;Australian
49.0;Male;PhD;Data Scientist;22.0;220000.0;Australia;Asian
43.0;Male;PhD;Data Scientist;16.0;160000.0;UK;Mixed
40.0;Male;PhD;Data Scientist;15.0;150000.0;Canada;Asian
49.0;Male;PhD;Data Scientist;22.0;220000.0;Canada;White
43.0;Male;PhD;Data Scientist;16.0;160000.0;Canada;Black
40.0;Male;PhD;Data Scientist;15.0;150000.0;USA;African American
49.0;Male;PhD;Data Scientist;22.0;220000.0;USA;Hispanic
43.0;Male;PhD;Data Scientist;16.0;160000.0;China;White
40.0;Male;PhD;Data Scientist;15.0;150000.0;USA;Hispanic
49.0;Male;PhD;Data Scientist;22.0;220000.0;Australia;Asian
43.0;Male;PhD;Data Scientist;16.0;160000.0;China;Korean
40.0;Male;PhD;Data Scientist;15.0;150000.0;Canada;Asian
49.0;Male;PhD;Data Scientist;22.0;220000.0;China;White
43.0;Male;PhD;Data Scientist;16.0;160000.0;Australia;Asian
41.0;Male;PhD;Data Scientist;13.0;138000.0;China;Korean
42.0;Male;PhD;Data Scientist;16.0;162000.0;Australia;White
50.0;Male;PhD;Data Scientist;23.0;225000.0;UK;Asian
44.0;Male;PhD;Data Scientist;17.0;168000.0;USA;Asian
43.0;Male;PhD;Data Scientist;16.0;162000.0;China;Chinese
50.0;Male;PhD;Data Scientist;23.0;225000.0;USA;Hispanic
44.0;Male;PhD;Data Scientist;17.0;168000.0;Canada;Black
43.0;Male;PhD;Data Scientist;16.0;162000.0;Canada;Black
50.0;Male;PhD;Data Scientist;23.0;225000.0;Australia;Australian
44.0;Male;PhD;Data Scientist;17.0;168000.0;USA;White
43.0;Male;PhD;Data Scientist;16.0;162000.0;Australia;Australian
50.0;Male;PhD;Data Scientist;23.0;225000.0;Australia;Australian
44.0;Male;PhD;Data Scientist;17.0;168000.0;UK;Asian
43.0;Male;PhD;Data Scientist;16.0;162000.0;Canada;Asian
50.0;Male;PhD;Data Scientist;23.0;225000.0;Australia;White
44.0;Male;PhD;Data Scientist;17.0;168000.0;Canada;Black
43.0;Male;PhD;Data Scientist;16.0;162000.0;China;White
50.0;Male;PhD;Data Scientist;23.0;225000.0;UK;White
44.0;Male;PhD;Data Scientist;17.0;168000.0;Canada;White
43.0;Male;PhD;Data Scientist;16.0;162000.0;USA;Asian
50.0;Male;PhD;Data Scientist;23.0;225000.0;Australia;White
44.0;Male;PhD;Data Scientist;17.0;168000.0;USA;Hispanic
43.0;Male;PhD;Data Scientist;16.0;162000.0;USA;African American
50.0;Male;PhD;Data Scientist;23.0;225000.0;UK;Welsh
44.0;Male;PhD;Data Scientist;17.0;168000.0;UK;Mixed
46.0;Male;PhD;Data Scientist;18.0;180000.0;UK;Asian
41.0;Male;PhD;Data Scientist;15.0;155000.0;Canada;Asian
51.0;Male;PhD;Data Scientist;24.0;240000.0;Canada;Black
45.0;Male;PhD;Data Scientist;19.0;190000.0;Australia;Asian
44.0;Male;PhD;Data Scientist;18.0;182000.0;USA;Asian
51.0;Male;PhD;Data Scientist;24.0;240000.0;UK;Welsh
45.0;Male;PhD;Data Scientist;19.0;190000.0;Canada;Asian
44.0;Male;PhD;Data Scientist;18.0;182000.0;USA;African American
51.0;Male;PhD;Data Scientist;24.0;240000.0;China;Korean
45.0;Male;PhD;Data Scientist;19.0;190000.0;China;Korean
44.0;Male;PhD;Data Scientist;18.0;182000.0;Australia;White
51.0;Male;PhD;Data Scientist;24.0;240000.0;China;Chinese
45.0;Male;PhD;Data Scientist;19.0;190000.0;UK;Mixed
44.0;Male;PhD;Data Scientist;18.0;182000.0;UK;Welsh
51.0;Male;PhD;Data Scientist;24.0;240000.0;USA;White
45.0;Male;PhD;Data Scientist;19.0;190000.0;USA;Hispanic
44.0;Male;PhD;Data Scientist;18.0;182000.0;Australia;Australian
51.0;Male;PhD;Data Scientist;24.0;240000.0;Canada;Black
45.0;Male;PhD;Data Scientist;19.0;190000.0;Australia;Asian
44.0;Male;PhD;Data Scientist;18.0;182000.0;China;Chinese
51.0;Male;PhD;Data Scientist;24.0;240000.0;Canada;White
45.0;Male;PhD;Data Scientist;19.0;190000.0;USA;Hispanic
44.0;Male;PhD;Data Scientist;18.0;182000.0;Canada;Black
51.0;Male;PhD;Data Scientist;24.0;240000.0;Canada;Asian
45.0;Male;PhD;Data Scientist;19.0;190000.0;Australia;White
35.0;Male;PhD;Data Scientist;9.0;112000.0;UK;Welsh
43.0;Male;PhD;Data Scientist;17.0;179000.0;UK;Asian
45.0;Female;PhD;Data Scientist;19.0;193000.0;UK;Asian
41.0;Male;PhD;Data Scientist;15.0;157000.0;Canada;Asian
48.0;Male;PhD;Data Scientist;22.0;219000.0;Canada;Asian
44.0;Female;PhD;Data Scientist;18.0;183000.0;Canada;Asian
41.0;Male;PhD;Data Scientist;15.0;157000.0;Australia;Australian
48.0;Male;PhD;Data Scientist;22.0;219000.0;UK;Mixed
44.0;Female;PhD;Data Scientist;18.0;183000.0;Australia;White
41.0;Male;PhD;Data Scientist;15.0;157000.0;Canada;White
48.0;Male;PhD;Data Scientist;22.0;219000.0;Australia;Australian
44.0;Female;PhD;Data Scientist;18.0;183000.0;China;Chinese
41.0;Male;PhD;Data Scientist;15.0;157000.0;UK;Welsh
48.0;Male;PhD;Data Scientist;22.0;219000.0;UK;Mixed
44.0;Female;PhD;Data Scientist;18.0;183000.0;UK;Mixed
41.0;Male;PhD;Data Scientist;15.0;157000.0;Canada;Asian
48.0;Male;PhD;Data Scientist;22.0;219000.0;UK;Mixed
44.0;Female;PhD;Data Scientist;18.0;183000.0;Australia;Asian
41.0;Male;PhD;Data Scientist;15.0;157000.0;China;Chinese
48.0;Male;PhD;Data Scientist;22.0;219000.0;UK;Asian
44.0;Female;PhD;Data Scientist;18.0;183000.0;Canada;White
41.0;Male;PhD;Data Scientist;15.0;157000.0;Canada;White
48.0;Male;PhD;Data Scientist;22.0;219000.0;Australia;White
44.0;Female;PhD;Data Scientist;18.0;183000.0;Canada;White
41.0;Male;PhD;Data Scientist;15.0;157000.0;Australia;Asian
48.0;Male;PhD;Data Scientist;22.0;219000.0;USA;Asian
32.0;Male;PhD;Data Scientist;9.0;140000.0;UK;Asian
32.0;Male;PhD;Data Scientist;9.0;140000.0;USA;Asian
32.0;Male;PhD;Data Scientist;9.0;140000.0;Canada;White
32.0;Male;PhD;Data Scientist;9.0;140000.0;China;Chinese
29.0;Female;PhD;Data Scientist;5.0;100000.0;China;Korean
29.0;Female;PhD;Data Scientist;5.0;100000.0;USA;African American
29.0;Female;PhD;Data Scientist;5.0;100000.0;USA;African American
29.0;Female;PhD;Data Scientist;5.0;100000.0;USA;Hispanic
29.0;Female;PhD;Data Scientist;5.0;100000.0;USA;Asian
28.0;Female;PhD;Data Scientist;5.0;100000.0;USA;Asian
28.0;Female;PhD;Data Scientist;5.0;100000.0;UK;Asian
28.0;Female;PhD;Data Scientist;5.0;100000.0;China;White
28.0;Female;PhD;Data Scientist;5.0;100000.0;UK;White
28.0;Female;PhD;Data Scientist;5.0;100000.0;UK;White
31.0;Female;PhD;Data Scientist;8.0;140000.0;Australia;White
31.0;Female;PhD;Data Scientist;8.0;140000.0;China;White
31.0;Female;PhD;Data Scientist;8.0;140000.0;Canada;Black
31.0;Female;PhD;Data Scientist;8.0;140000.0;UK;Welsh
31.0;Female;PhD;Data Scientist;8.0;140000.0;Australia;White
31.0;Female;PhD;Data Scientist;8.0;140000.0;UK;Mixed
31.0;Female;PhD;Data Scientist;8.0;140000.0;China;Korean
31.0;Female;PhD;Data Scientist;8.0;140000.0;China;White
31.0;Female;PhD;Data Scientist;8.0;140000.0;USA;Asian
31.0;Female;PhD;Data Scientist;8.0;140000.0;UK;Asian
31.0;Female;PhD;Data Scientist;8.0;140000.0;UK;Asian
31.0;Female;PhD;Data Scientist;8.0;140000.0;China;Chinese
31.0;Female;PhD;Data Scientist;8.0;140000.0;USA;Hispanic
31.0;Female;PhD;Data Scientist;8.0;140000.0;Canada;Asian
31.0;Female;PhD;Data Scientist;8.0;140000.0;UK;White
31.0;Female;PhD;Data Scientist;8.0;140000.0;UK;Welsh
31.0;Female;PhD;Data Scientist;8.0;140000.0;USA;Hispanic
30.0;Female;PhD;Data Scientist;6.0;100000.0;USA;Asian
31.0;Female;PhD;Data Scientist;8.0;140000.0;USA;White
31.0;Female;PhD;Data Scientist;8.0;140000.0;Australia;Asian
31.0;Female;PhD;Data Scientist;8.0;140000.0;UK;White
31.0;Female;PhD;Data Scientist;8.0;140000.0;USA;White
31.0;Female;PhD;Data Scientist;8.0;140000.0;UK;Welsh
31.0;Female;PhD;Data Scientist;8.0;140000.0;UK;White
31.0;Female;PhD;Data Scientist;8.0;140000.0;Canada;Black
31.0;Female;PhD;Data Scientist;8.0;140000.0;Australia;Australian
30.0;Male;PhD;Data Scientist;6.0;100000.0;UK;Asian
31.0;Female;PhD;Data Scientist;8.0;140000.0;USA;Hispanic
31.0;Female;PhD;Data Scientist;8.0;140000.0;China;Chinese
31.0;Female;PhD;Data Scientist;8.0;140000.0;USA;African American
31.0;Female;PhD;Data Scientist;8.0;140000.0;USA;White
31.0;Female;PhD;Data Scientist;8.0;140000.0;UK;Mixed
31.0;Female;PhD;Data Scientist;8.0;140000.0;Australia;Asian
31.0;Female;PhD;Data Scientist;8.0;140000.0;UK;Asian
31.0;Female;PhD;Data Scientist;8.0;140000.0;Australia;White
31.0;Male;PhD;Data Scientist;7.0;110000.0;Canada;White
32.0;Female;PhD;Data Scientist;9.0;145000.0;USA;Hispanic
32.0;Female;PhD;Data Scientist;9.0;145000.0;China;White
32.0;Female;PhD;Data Scientist;9.0;145000.0;UK;White
32.0;Female;PhD;Data Scientist;9.0;145000.0;USA;Asian
32.0;Female;PhD;Data Scientist;9.0;145000.0;Canada;Asian
32.0;Female;PhD;Data Scientist;9.0;145000.0;Australia;White
32.0;Female;PhD;Data Scientist;9.0;145000.0;Canada;White
32.0;Female;PhD;Data Scientist;9.0;145000.0;China;White
35.0;Female;Master;Data Scientist;10.0;145000.0;UK;Asian
32.0;Female;PhD;Data Scientist;9.0;145000.0;Canada;Black
32.0;Female;PhD;Data Scientist;9.0;145000.0;Canada;Asian
32.0;Female;PhD;Data Scientist;9.0;145000.0;USA;White
32.0;Female;PhD;Data Scientist;9.0;145000.0;UK;White
32.0;Female;PhD;Data Scientist;9.0;145000.0;China;Korean
32.0;Female;PhD;Data Scientist;9.0;145000.0;China;White
32.0;Female;PhD;Data Scientist;9.0;145000.0;UK;Asian
32.0;Female;PhD;Data Scientist;9.0;145000.0;USA;Asian
32.0;Female;PhD;Data Scientist;9.0;145000.0;Australia;White
30.0;Female;Bachelor;Digital Content Producer;3.0;50000.0;UK;White
38.0;Female;Master;Digital Marketing Manager;10.0;90000.0;China;Korean
29.0;Male;Bachelor;Digital Marketing Manager;6.0;95000.0;UK;Asian
29.0;Male;Bachelor;Digital Marketing Manager;6.0;95000.0;Australia;Australian
29.0;Male;Bachelor;Digital Marketing Manager;6.0;95000.0;China;Chinese
29.0;Male;Bachelor;Digital Marketing Manager;6.0;95000.0;USA;White
29.0;Male;Bachelor;Digital Marketing Manager;6.0;95000.0;Australia;Asian
29.0;Male;Bachelor;Digital Marketing Manager;6.0;95000.0;UK;Welsh
29.0;Male;Bachelor;Digital Marketing Manager;6.0;95000.0;UK;Mixed
29.0;Male;Bachelor;Digital Marketing Manager;6.0;95000.0;China;Korean
29.0;Male;Bachelor;Digital Marketing Manager;6.0;95000.0;UK;Asian
29.0;Male;Bachelor;Digital Marketing Manager;6.0;95000.0;China;White
28.0;Male;Bachelor;Digital Marketing Manager;4.0;80000.0;Australia;Asian
29.0;Male;Bachelor;Digital Marketing Manager;6.0;95000.0;USA;African American
29.0;Male;Bachelor;Digital Marketing Manager;6.0;95000.0;USA;Hispanic
29.0;Male;Bachelor;Digital Marketing Manager;6.0;95000.0;Australia;Asian
29.0;Male;Bachelor;Digital Marketing Manager;6.0;95000.0;USA;Hispanic
29.0;Male;Bachelor;Digital Marketing Manager;6.0;95000.0;China;White
29.0;Male;Bachelor;Digital Marketing Manager;6.0;95000.0;USA;African American
29.0;Male;Bachelor;Digital Marketing Manager;6.0;95000.0;China;Korean
29.0;Male;Bachelor;Digital Marketing Manager;6.0;95000.0;Australia;Asian
29.0;Male;Bachelor;Digital Marketing Manager;6.0;95000.0;Australia;Australian
26.0;Female;Bachelor;Digital Marketing Manager;4.0;60000.0;Canada;Black
25.0;Female;Master;Digital Marketing Manager;3.0;50000.0;UK;Mixed
26.0;Male;Master;Digital Marketing Manager;3.0;50000.0;UK;Mixed
26.0;Female;Bachelor;Digital Marketing Manager;4.0;60000.0;Canada;Asian
25.0;Male;Master;Digital Marketing Manager;3.0;50000.0;UK;White
27.0;Male;Master;Digital Marketing Manager;3.0;50000.0;Australia;Australian
24.0;Male;PhD;Digital Marketing Manager;1.0;30000.0;China;White
27.0;Male;Master;Digital Marketing Manager;3.0;50000.0;China;White
26.0;Male;High School;Digital Marketing Manager;2.0;40000.0;Australia;Australian
42.0;Female;Master;Digital Marketing Manager;14.0;140000.0;UK;Asian
42.0;Female;Master;Digital Marketing Manager;14.0;140000.0;China;White
42.0;Female;Master;Digital Marketing Manager;14.0;140000.0;USA;Hispanic
42.0;Female;Master;Digital Marketing Manager;14.0;140000.0;Canada;White
42.0;Female;Master;Digital Marketing Manager;14.0;140000.0;Australia;White
42.0;Female;Master;Digital Marketing Manager;14.0;140000.0;USA;Asian
27.0;Female;Master;Digital Marketing Manager;3.0;50000.0;Australia;Asian
26.0;Male;High School;Digital Marketing Manager;2.0;40000.0;Canada;Asian
42.0;Female;Master;Digital Marketing Manager;14.0;140000.0;USA;African American
42.0;Female;Master;Digital Marketing Manager;14.0;140000.0;USA;African American
42.0;Female;Master;Digital Marketing Manager;14.0;140000.0;China;White
42.0;Female;Master;Digital Marketing Manager;14.0;140000.0;Australia;White
42.0;Female;Master;Digital Marketing Manager;14.0;140000.0;China;White
42.0;Female;Master;Digital Marketing Manager;14.0;140000.0;UK;Mixed
28.0;Female;Master;Digital Marketing Manager;4.0;55000.0;Canada;Asian
27.0;Male;High School;Digital Marketing Manager;2.0;40000.0;USA;White
43.0;Female;Master;Digital Marketing Manager;15.0;150000.0;UK;Mixed
27.0;Male;High School;Digital Marketing Manager;2.0;40000.0;USA;African American
43.0;Female;Master;Digital Marketing Manager;15.0;150000.0;Canada;White
27.0;Male;High School;Digital Marketing Manager;2.0;40000.0;China;Korean
43.0;Female;Master;Digital Marketing Manager;15.0;150000.0;Australia;Australian
27.0;Male;High School;Digital Marketing Manager;2.0;40000.0;Australia;Asian
29.0;Female;Bachelor;Digital Marketing Specialist;3.0;60000.0;Canada;Asian
29.0;Female;Bachelor;Digital Marketing Specialist;3.0;60000.0;USA;Hispanic
29.0;Female;Bachelor;Digital Marketing Specialist;3.0;60000.0;Canada;Asian
29.0;Female;Bachelor;Digital Marketing Specialist;3.0;60000.0;UK;Welsh
29.0;Female;Bachelor;Digital Marketing Specialist;3.0;60000.0;Canada;White
30.0;Female;Bachelor;Digital Marketing Specialist;4.0;65000.0;Australia;Australian
30.0;Female;Bachelor;Digital Marketing Specialist;4.0;65000.0;China;Chinese
30.0;Female;Bachelor;Digital Marketing Specialist;4.0;65000.0;Australia;Australian
30.0;Female;Bachelor;Digital Marketing Specialist;4.0;65000.0;China;White
30.0;Female;Bachelor;Digital Marketing Specialist;4.0;65000.0;China;Korean
29.0;Female;Bachelor;Digital Marketing Specialist;4.0;65000.0;Canada;White
29.0;Female;Bachelor;Digital Marketing Specialist;4.0;65000.0;China;Chinese
29.0;Female;Bachelor;Digital Marketing Specialist;4.0;65000.0;China;Korean
29.0;Female;Bachelor;Digital Marketing Specialist;4.0;65000.0;Australia;Australian
29.0;Female;Bachelor;Digital Marketing Specialist;4.0;65000.0;Canada;Black
46.0;Female;PhD;Director of Data Science;20.0;220000.0;USA;White
48.0;Male;PhD;Director of Data Science;18.0;210000.0;Australia;Asian
41.0;Female;PhD;Director of Data Science;16.0;200000.0;USA;Hispanic
48.0;Male;PhD;Director of Data Science;18.0;210000.0;Canada;Black
41.0;Female;PhD;Director of Data Science;16.0;200000.0;USA;Hispanic
48.0;Male;PhD;Director of Data Science;18.0;210000.0;Australia;Asian
41.0;Female;PhD;Director of Data Science;16.0;200000.0;Australia;Asian
48.0;Male;PhD;Director of Data Science;18.0;210000.0;USA;White
41.0;Female;PhD;Director of Data Science;16.0;200000.0;Australia;Asian
48.0;Male;PhD;Director of Data Science;18.0;210000.0;China;White
41.0;Female;PhD;Director of Data Science;16.0;200000.0;China;Korean
48.0;Male;PhD;Director of Data Science;18.0;210000.0;Canada;Black
41.0;Female;PhD;Director of Data Science;16.0;200000.0;China;Korean
48.0;Male;PhD;Director of Data Science;18.0;210000.0;China;Korean
46.0;Male;PhD;Director of Data Science;20.0;220000.0;Canada;Asian
44.0;Male;PhD;Director of Data Science;18.0;210000.0;USA;Hispanic
41.0;Female;PhD;Director of Data Science;16.0;200000.0;China;Chinese
48.0;Male;PhD;Director of Data Science;18.0;210000.0;China;Chinese
41.0;Female;PhD;Director of Data Science;16.0;200000.0;Australia;Australian
48.0;Male;PhD;Director of Data Science;18.0;210000.0;Canada;Asian
41.0;Female;PhD;Director of Data Science;16.0;200000.0;Canada;Black
48.0;Male;PhD;Director of Data Science;18.0;210000.0;USA;White
41.0;Female;PhD;Director of Data Science;16.0;200000.0;UK;Mixed
48.0;Male;PhD;Director of Data Science;18.0;210000.0;Canada;Asian
41.0;Female;PhD;Director of Data Science;16.0;200000.0;UK;Mixed
48.0;Male;PhD;Director of Data Science;18.0;210000.0;UK;Welsh
41.0;Female;PhD;Director of Data Science;16.0;200000.0;China;Korean
48.0;Male;PhD;Director of Data Science;18.0;210000.0;Australia;White
42.0;Male;PhD;Director of Data Science;12.0;170000.0;Australia;White
36.0;Male;PhD;Director of Data Science;12.0;170000.0;USA;White
48.0;Male;PhD;Director of Data Science;18.0;210000.0;UK;Mixed
41.0;Female;PhD;Director of Data Science;16.0;200000.0;Australia;White
48.0;Male;PhD;Director of Data Science;18.0;210000.0;Canada;White
41.0;Female;PhD;Director of Data Science;16.0;200000.0;China;Chinese
48.0;Male;PhD;Director of Data Science;18.0;210000.0;UK;Mixed
41.0;Female;PhD;Director of Data Science;16.0;200000.0;USA;White
48.0;Male;PhD;Director of Data Science;18.0;210000.0;Australia;Asian
41.0;Female;PhD;Director of Data Science;16.0;200000.0;UK;White
48.0;Male;PhD;Director of Data Science;18.0;210000.0;UK;White
41.0;Female;PhD;Director of Data Science;16.0;200000.0;Canada;White
48.0;Male;PhD;Director of Data Science;18.0;210000.0;USA;White
41.0;Female;PhD;Director of Data Science;16.0;200000.0;Australia;Asian
48.0;Male;PhD;Director of Data Science;18.0;210000.0;USA;White
48.0;Male;PhD;Director of Data Science;18.0;210000.0;UK;Welsh
41.0;Female;PhD;Director of Data Science;16.0;200000.0;Australia;Asian
48.0;Male;PhD;Director of Data Science;18.0;210000.0;Australia;Australian
41.0;Female;PhD;Director of Data Science;16.0;200000.0;China;Korean
48.0;Male;PhD;Director of Data Science;18.0;210000.0;USA;White
41.0;Female;PhD;Director of Data Science;16.0;200000.0;UK;Mixed
48.0;Male;PhD;Director of Data Science;18.0;210000.0;China;Chinese
41.0;Female;PhD;Director of Data Science;16.0;200000.0;Canada;White
48.0;Male;PhD;Director of Data Science;18.0;210000.0;Canada;White
41.0;Female;PhD;Director of Data Science;16.0;200000.0;China;Korean
48.0;Male;PhD;Director of Data Science;18.0;210000.0;Canada;Black
41.0;Female;PhD;Director of Data Science;16.0;200000.0;USA;African American
48.0;Male;PhD;Director of Data Science;18.0;210000.0;Canada;Asian
41.0;Female;PhD;Director of Data Science;16.0;200000.0;Canada;White
45.0;Female;Master;Director of Marketing;16.0;180000.0;UK;Welsh
53.0;Male;Master;Director of Marketing;25.0;180000.0;UK;Mixed
48.0;Male;Master;Director of Marketing;19.0;170000.0;USA;Hispanic
49.0;Female;Master;Director of Marketing;21.0;180000.0;Canada;White
47.0;Female;Master;Director of Marketing;20.0;180000.0;UK;Mixed
47.0;Male;Master;Director of Marketing;19.0;170000.0;Canada;White
49.0;Female;Master;Director of Marketing;21.0;180000.0;China;White
47.0;Male;Master;Director of Marketing;19.0;170000.0;UK;White
48.0;Male;Master;Director of Marketing;21.0;180000.0;China;Chinese
43.0;Male;Master;Director of Marketing;18.0;170000.0;China;Korean
48.0;Male;Master;Director of Marketing;21.0;180000.0;Canada;Asian
43.0;Male;Master;Director of Marketing;18.0;170000.0;Canada;Asian
34.0;Male;PhD;Director of Marketing;12.0;170000.0;UK;Welsh
28.0;Female;PhD;Director of Marketing;6.0;105000.0;UK;Mixed
34.0;Male;PhD;Director of Marketing;12.0;170000.0;China;Chinese
28.0;Female;PhD;Director of Marketing;6.0;105000.0;Canada;Black
34.0;Male;PhD;Director of Marketing;12.0;170000.0;Canada;Asian
28.0;Female;PhD;Director of Marketing;6.0;105000.0;Australia;White
34.0;Male;PhD;Director of Marketing;12.0;170000.0;Australia;Australian
28.0;Female;PhD;Director of Marketing;6.0;105000.0;Canada;Asian
34.0;Male;PhD;Director of Marketing;12.0;170000.0;UK;Welsh
28.0;Female;PhD;Director of Marketing;6.0;105000.0;Australia;Australian
34.0;Male;PhD;Director of Marketing;12.0;170000.0;Australia;Australian
28.0;Female;PhD;Director of Marketing;6.0;105000.0;UK;White
34.0;Male;PhD;Director of Marketing;12.0;170000.0;China;Korean
28.0;Female;PhD;Director of Marketing;6.0;105000.0;UK;Mixed
